date,ndvi
2019-01-03,0.7398843162581648
2019-01-13,0.7462643213397353
2019-01-13,0.7283306815090393
2019-01-23,0.3704349617718811
2019-01-28,0.7059245438288875
2019-01-28,0.6758434320133145
2019-02-27,0.6025488748943318
2019-02-27,0.578803266011146
2019-03-09,0.6351920846453634
2019-03-09,0.6196234448022387
2019-04-03,0.20933553250386913
2019-04-08,0.7105044551662405
2019-06-12,0.4955625137199246
2019-07-02,0.47919127807855655
2019-07-02,0.4375630398470298
2019-07-27,0.3827625066506277
2019-07-27,0.3535193686510819
2019-08-06,0.30629384541406934
2019-08-06,0.3003815140236848
2019-08-16,0.37822680568309053
2019-08-16,0.359344328412781
2019-09-05,0.44011378551149355
2019-09-15,0.42659570329296925
2019-09-15,0.4176908553647106
2019-12-14,0.8187038346108914
2019-12-14,0.8098156736690526
2019-12-29,0.5554332087559106
2020-02-07,0.6888561647967567
2020-02-07,0.6820032279401954
2020-02-12,0.619049993332271
2020-03-03,0.729767154770069
2020-03-03,0.7157290468089406
2020-03-23,0.7280948882894784
2020-03-23,0.7190462809930678
2020-04-02,0.7058207771297524
2020-04-07,0.712319598831681
2020-04-07,0.7086543370644013
2020-06-01,0.55738077489022
2020-06-01,0.5500752186383676
2020-06-06,0.5743151950624482
2020-06-06,0.5766371595960752
2020-07-21,0.36729350548393086
2020-07-21,0.41457172334407455
2020-07-26,0.3930152499389738
2020-07-26,0.3469286339102876
2020-07-31,0.3587246409502896
2020-07-31,0.3501768330452666
2020-08-05,0.3481429828969255
2020-08-05,0.3299827699632267
2020-09-19,0.4458872700390553
2020-10-24,0.6951689498345992
2020-10-24,0.682925077738855
2020-11-23,0.6809533164233492
2021-01-07,0.7558772949160291
2021-01-07,0.7431529256287382
2021-01-27,0.7199145519540693
2021-01-27,0.702545486393794
2021-04-27,0.6590335289018493
2021-04-27,0.6570611143732157
2021-05-27,0.6525388423371953
2021-06-01,0.704238036821031
2021-06-01,0.6865718546192654
2021-06-11,0.6156936487126662
2021-06-11,0.5962710709190145
2021-06-26,0.44025497134941755
2021-06-26,0.47339933680775564
2021-07-01,0.4585053052515474
2021-07-01,0.44708284600896475
2021-07-06,0.42284136728826405
2021-07-06,0.39724971408604987
2021-07-26,0.3636555204060974
2021-07-26,0.3426456823299408
2021-07-31,0.3328456604141997
2021-07-31,0.32339614657748667
2021-08-25,0.38467369792777184
2021-08-25,0.3783824378861486
2021-10-09,0.43796765058745124
2021-11-08,0.7415082345376038
2021-11-08,0.6998140859479676
2021-11-23,0.6620207208790433
2021-12-18,0.6304797528171266
2022-01-07,0.7606301883910404
2022-01-12,0.7957047460839894
2022-01-12,0.7756015078723124
2022-02-06,0.7450062445880069
2022-02-06,0.7239427038411318
2022-06-06,0.6509136387162558
2022-06-26,0.5371842860591391
2022-07-01,0.5264639949491883
2022-07-01,0.497362662319307
2022-07-06,0.4854195569321225
2022-07-06,0.4675855482615823
2022-07-11,0.4308738381570387
2022-07-11,0.43254406320350636
2022-07-21,0.3779551860149901
2022-07-21,0.363774975034688
2022-08-05,0.4471065486129974
2022-08-05,0.40742255905383895
2022-08-10,0.3993684019944103
2022-08-25,0.5643537441327379
2022-08-25,0.5390452847008659
2022-09-29,0.6557526062691208
2022-10-14,0.5993639211218027
2023-01-02,0.7655380557161622
2023-01-07,0.7387967933999754
2023-01-07,0.7193851319674616
2023-01-17,0.7111263502842906
2023-01-17,0.6978611088844962
2023-03-08,0.4926281726733023
2023-03-08,0.4551264966160686
2023-04-07,0.6633323601260416
2023-04-07,0.6528672101755953
2023-05-22,0.7284336088184797
2023-07-01,0.5570877975873696
2023-07-16,0.46546468278834974
2023-07-16,0.4474504785963276
2023-07-21,0.43506566241764055
2023-07-21,0.4115997258145788
2023-07-26,0.393553438811822
2023-07-26,0.39776233464507577
2023-08-05,0.3706285921692391
2023-08-05,0.38394672847810274
2023-10-04,0.6418665822806245
2023-10-04,0.6268488485588676
2024-01-27,0.7451919498133691
2024-03-07,0.6339990000360982
2024-03-17,0.7014632222966914
2024-03-17,0.690001957616984
2024-06-15,0.49329011038295245
2024-06-15,0.4551203600991876
2024-06-25,0.4248661998667568
2024-06-25,0.408011562465365
2024-06-30,0.4117001622479907
2024-06-30,0.3936253596470094
2024-06-30,0.3902919705285649
2024-06-30,0.4003414259718119
2024-07-15,0.36802885457877466
2024-07-15,0.3751526872426047
2024-07-25,0.37002964911358693
2024-07-25,0.3685176895509649
2024-08-04,0.37757411533634994
2024-08-04,0.3719455610452658
